31557600.0
node 1    -526185   -1.53048e+06   5.01694e+06      1600.18   35574.1   -18195.8      3257.48   16516.7   -21025.6
node 2    -50778.8   -1.37681e+06   4.41256e+06      -1433.6   11372.4   -32578.1      1641.02   2187.09   -30202.3
node 3    -74015.3   -1.8988e+06   4.92592e+06      -1324.04   37009.1   -7250.71      1747.6   17580.7   -13603.2
node 4    -149872   -2.16568e+06   4.23679e+06      59.4908   14284   -12316.1      2573.7   4544.77   -15811.4
node 5    -1.19938e+06   -1.78044e+06   5.31267e+06      10107.7   22192.5   -17955.7      7362.09   10133.5   -19192.1
node 6    -952779   -1.113e+06   5.08147e+06      -6184.74   13940.8   -35237.7      -964.996   4735.75   -31500.5
node 7    -1.21683e+06   -1.80527e+06   4.82005e+06      1182.46   9681.83   -23080.9      2992.2   2638.99   -22268.3
node 8    -909908   -2.17288e+06   5.22337e+06      10009.4   31316.3   -10714.5      7397.3   14947.8   -14557.8
node 9    -794076   -1.80894e+06   5.37867e+06      12647.8   42940.8   -11394.6      8638.42   21151.1   -16029.2
node 10    -922229   -1.22497e+06   4.40823e+06      -5465.04   1416.44   -40240.9      -978.936   -2933.54   -33888.4
node 11    -478003   -1.0431e+06   5.16958e+06      -752.093   38630.3   -34323.6      2030.81   17387.2   -32791.2
node 12    -70857   -957782   4.97573e+06      -6793.86   32475.5   -45705.5      -1503.09   13214.3   -40430.7
node 13    -118895   -1.28308e+06   5.58323e+06      6267.89   118610   8857.05      5484.29   61493.9   -7991.59
node 14    -574369   -1.15349e+06   5.58323e+06      18759.9   75034.7   -11380.7      11568.4   38156   -18907.9
node 15    -967492   -1.36162e+06   5.48114e+06      13179.4   37564.8   -22992.4      8679.53   18375.7   -23831.9
node 16    -400017   -1.6225e+06   5.48091e+06      10305.6   78064.4   -5568.5      7271   39713.9   -13920.6
node 17    -464739   -2.09257e+06   5.31395e+06      9074.12   51913.2   -3837.65      6902.7   25901.6   -10894.4
node 18    -53045.6   -2.17372e+06   -3.48351e+06      1814.3   -1161   -7844.77      2787.5   -1543.37   -8235.63
node 19    1.04495e+06   -1.99518e+06   -3.48061e+06      2136.02   -1668.69   -10804.3      3059.39   -1901.01   -11370.1
node 20    751766   -2.95117e+06   -3.97285e+06      1996.51   -1579.42   -10415.7      3257.67   -1841.67   -11132.8
node 21    832951   -2.30568e+06   -4.59536e+06      2177.48   -1676.58   -10607.9      3259.56   -1836.65   -11190
node 22    -201619   -2.95065e+06   -4.37616e+06      2200.86   -1387.04   -9964.83      3498.74   -1815.78   -10563.4
node 23    -223581   -2.81973e+06   -3.03469e+06      1683.76   -836.558   -9177.89      2866.52   -1235.72   -9755.08
node 24    -846909   -2.43455e+06   -3.47e+06      2035.53   -1123.47   -9026.46      3184.07   -1730.54   -9431.52
node 25    80926   -2.23187e+06   -4.75467e+06      2289.89   -1458.87   -9800.93      3386.95   -1757.16   -10284.4
node 26    -626300   -2.01932e+06   -4.22319e+06      2288.44   -1261.21   -9664.55      3364.7   -1724.27   -10055.4
node 27    123098   -1.50647e+06   -3.94708e+06      2316.07   -1382.85   -10160.4      3225.79   -1682.02   -10587.7
node 28    -2.55128e+06   -474511   3.39756e+06      -8307.8   -4052.88   -32039.5      -2569.04   -4087.08   -26817
node 29    -2.19669e+06   -22015.4   4.08418e+06      -11481.7   -4457.93   -39562      -4488.72   -3877.74   -31881.6
node 30    -2.40174e+06   233207   3.19193e+06      -7923.19   -2713.15   -32686.9      -2841.72   -2565.53   -27138.6
node 31    -3.19623e+06   533982   3.44142e+06      -6276.23   -1926.79   -24232.8      -1719.41   -2414.16   -21435.4
node 32    -2.53701e+06   -1.26623e+06   4.46635e+06      -8631.12   -5309.64   -28154.6      -2309   -5004.32   -24546.9
node 33    -1.68532e+06   -1.12813e+06   3.74436e+06      -6917.27   -3419.08   -36401.7      -1616.85   -4521.88   -30207.9
node 34    -2.42625e+06   -496390   4.70757e+06      -14329.3   -5073.38   -37191      -5576.58   -4515.21   -30323.3
node 35    -2.1086e+06   -671392   2.71165e+06      -8105.36   -4509.37   -34277.1      -2844.45   -4745.94   -28314.1
node 36    -3.17683e+06   -597890   2.71408e+06      -6452.63   -3215.05   -24480.4      -1418.34   -3653.42   -21656.6
node 37    1.23189e+06   -1.7144e+06   4.90315e+06      -10299   23277.7   -12553.1      -3264.12   10182.9   -16223.8
node 38    1.28408e+06   -771360   4.49506e+06      6994.48   5985.47   -43399      6363.12   402.688   -35556.3
node 39    2.03331e+06   -1.59108e+06   5.11537e+06      -9660.43   12592.6   -14489.4      -2987.06   5631.11   -15943.8
node 40    2.04555e+06   -1.51489e+06   4.53583e+06      -667.489   4824.95   -19621.2      1986.93   664.161   -19143.4
node 41    -2.61201e+06   -1.29148e+06   2.77345e+06      -5905.02   -4106.69   -25002.3      -1050.91   -4654.48   -22193.1
node 42    -2.72404e+06   -1.29973e+06   3.6482e+06      -6664   -4326.54   -26210.3      -1306.27   -4560.28   -23087.9
node 43    1.78798e+06   2.85567e+06   947780      4468.52   -1279.13   -13088.1      3399.45   23.1272   -13755.2
node 44    2.47323e+06   2.40025e+06   609872      4864.97   -917.178   -14274      3640.56   -103.911   -14371.3
node 45    1.93239e+06   2.917e+06   -83627      3957.19   -1301.11   -12379.4      3085.73   -298.316   -13074.2
node 46    2.11813e+06   3.36987e+06   511166      3909.94   -1268.66   -12206.7      3108.07   -166.758   -13032.2
node 47    -1.76858e+06   -418446   3.57109e+06      -9532.31   -3920.85   -46410.3      -3637.36   -4068.61   -36160.5
node 48    1.3732e+06   -1.63655e+06   -4.27257e+06      2299.9   -1778.1   -11299.7      3163.29   -1809.18   -11817.9
node 49    1.79692e+06   -1.79263e+06   -3.06863e+06      2375.15   -1930.13   -11640.8      3209.04   -2035.7   -12204.8
node 50    1.96893e+06   -2.54572e+06   -3.2912e+06      2137.85   -2014.71   -11476.7      3236.55   -2074.91   -12173.1
node 51    -221665   -304169   -5.10324e+06      2754.62   -1261.68   -11334.9      3404.85   -1500.6   -11726.3
node 52    -140904   -132090   -4.2766e+06      2712.32   -1270.05   -11407.9      3338.95   -1473.75   -11803
node 53    -586190   730934   -4.97612e+06      2954.92   -1070.09   -11569.1      3382.42   -1319.35   -11989.4
node 54    -933359   -322267   -3.98591e+06      2627.03   -1140.15   -11459.5      3406.56   -1519.87   -11778.4
node 55    -1.0692e+06   -1.3094e-10   -3.33269e+06      2525.3   -1120.84   -11693.9      3322.91   -1468.16   -12000.9
node 56    -1.22839e+06   776688   -3.18399e+06      2676.46   -1094.6   -11744.7      3303.42   -1352.31   -12096.9
node 57    -608949   386864   -3.99143e+06      2791.67   -1148.68   -11572      3353.34   -1384.41   -11961.2
node 58    -1.50448e+06   302157   -4.01461e+06      2774.06   -997.073   -11915.5      3458.79   -1445.29   -12188.9
node 59    -1.27262e+06   1.27819e+06   -3.74991e+06      2919.48   -1003.97   -11574.3      3334.25   -1271.75   -11989
node 60    200837   655954   -4.57811e+06      2865.05   -1265.38   -11612.5      3256.02   -1334.71   -12064.2
node 61    -287216   1.09015e+06   -3.99691e+06      2927.49   -1157.23   -11534.1      3262.19   -1251.59   -12013.5
node 62    -2.14313e-10   -2.62458e-26   -3.5e+06      2720.65   -1287.23   -11498.3      3313.24   -1447.15   -11902.4
node 63    -1.4077e+06   -897017   5.48148e+06      -11817.3   -2293.28   -47145.1      -3966.62   -2602.61   -37275.9
node 64    -1.41089e+06   -1.38938e+06   5.37698e+06      2574.52   8769.56   -28731      3449.76   3046.46   -26007.1
node 65    -1.48434e+06   -1.23024e+06   4.93197e+06      -6958.44   -579.292   -35325.5      -1412.59   -2810.5   -30066.6
node 66    -299905   -519957   4.60042e+06      -11923.3   -7538.65   -117292      -5132.45   -10678.7   -79848.4
node 67    -1.07676e+06   -561965   5.11693e+06      -24451.5   -6002.88   -75121.9      -11239.8   -6592.22   -54774
node 68    -654734   -422935   5.16787e+06      -28693.8   -11289.1   -115154      -13192.3   -12402.9   -78697.3
node 69    2.25682e+06   -3.06652e+06   -2.56776e+06      2071.08   -2161.84   -11457.8      3400.11   -2318.19   -12309
node 70    2.70411e+06   -2.18929e+06   -2.92881e+06      2331.34   -2245.6   -12121.3      3273.83   -2105.63   -12699.1
node 71    1.72247e+06   -2.45732e+06   -2.56198e+06      2226.44   -1953.79   -11370.3      3302.65   -2249.47   -12093.1
node 72    -952271   -868110   5.58323e+06      4389.88   21819.2   -41078.9      4328.95   10142.1   -35121.5
node 73    1.82344e+06   -4.23606e+06   -2.31095e+06      1767.96   -2048.43   -10715.4      3607.31   -2495.68   -11913.1
node 74    2.75324e+06   -3.7488e+06   -2.21891e+06      1903.57   -2386.24   -11319.5      3567.74   -2466.87   -12331.8
