31557600.0
node 1    -526185   -1.53048e+06   5.01694e+06      -1657.3   19057.5   2829.79      -1657.3   19057.5   2829.79
node 2    -50778.8   -1.37681e+06   4.41256e+06      -3074.62   9185.34   -2375.78      -3074.62   9185.34   -2375.78
node 3    -74015.3   -1.8988e+06   4.92592e+06      -3071.64   19428.4   6352.53      -3071.64   19428.4   6352.53
node 4    -149872   -2.16568e+06   4.23679e+06      -2514.21   9739.26   3495.28      -2514.21   9739.26   3495.28
node 5    -1.19938e+06   -1.78044e+06   5.31267e+06      2745.66   12059   1236.38      2745.66   12059   1236.38
node 6    -952779   -1.113e+06   5.08147e+06      -5219.75   9205.05   -3737.19      -5219.75   9205.05   -3737.19
node 7    -1.21683e+06   -1.80527e+06   4.82005e+06      -1809.74   7042.83   -812.686      -1809.74   7042.83   -812.686
node 8    -909908   -2.17288e+06   5.22337e+06      2612.09   16368.5   3843.3      2612.09   16368.5   3843.3
node 9    -794076   -1.80894e+06   5.37867e+06      4009.42   21789.8   4634.6      4009.42   21789.8   4634.6
node 10    -922229   -1.22497e+06   4.40823e+06      -4486.1   4349.98   -6352.41      -4486.1   4349.98   -6352.41
node 11    -478003   -1.0431e+06   5.16958e+06      -2782.9   21243   -1532.39      -2782.9   21243   -1532.39
node 12    -70857   -957782   4.97573e+06      -5290.77   19261.2   -5274.8      -5290.77   19261.2   -5274.8
node 13    -118895   -1.28308e+06   5.58323e+06      783.599   57116.6   16848.6      783.599   57116.5   16848.6
node 14    -574369   -1.15349e+06   5.58323e+06      7191.51   36878.7   7527.27      7191.51   36878.7   7527.27
node 15    -967492   -1.36162e+06   5.48114e+06      4499.9   19189.1   839.426      4499.9   19189.1   839.426
node 16    -400017   -1.6225e+06   5.48091e+06      3034.64   38350.5   8352.09      3034.64   38350.5   8352.09
node 17    -464739   -2.09257e+06   5.31395e+06      2171.42   26011.6   7056.79      2171.42   26011.6   7056.79
node 18    -53045.6   -2.17372e+06   -3.48351e+06      -973.201   382.371   390.862      -973.201   382.371   390.862
node 19    1.04495e+06   -1.99518e+06   -3.48061e+06      -923.372   232.319   565.801      -923.372   232.319   565.801
node 20    751766   -2.95117e+06   -3.97285e+06      -1261.17   262.251   717.033      -1261.17   262.251   717.033
node 21    832951   -2.30568e+06   -4.59536e+06      -1082.07   160.069   582.073      -1082.07   160.069   582.073
node 22    -201619   -2.95065e+06   -4.37616e+06      -1297.88   428.736   598.597      -1297.88   428.736   598.597
node 23    -223581   -2.81973e+06   -3.03469e+06      -1182.76   399.158   577.194      -1182.76   399.158   577.194
node 24    -846909   -2.43455e+06   -3.47e+06      -1148.54   607.071   405.052      -1148.54   607.071   405.052
node 25    80926   -2.23187e+06   -4.75467e+06      -1097.06   298.288   483.462      -1097.06   298.288   483.462
node 26    -626300   -2.01932e+06   -4.22319e+06      -1076.26   463.065   390.854      -1076.26   463.065   390.854
node 27    123098   -1.50647e+06   -3.94708e+06      -909.717   299.173   427.363      -909.717   299.173   427.363
