1 -526185.424805 -1530478.14941 5016939.45312
2 -50778.8200378 -1376806.27441 4412556.64062
3 -74015.2664185 -1898803.22266 4925920.89844
4 -149871.582031 -2165684.32617 4236792.48047
5 -1199380.52788 -1780439.56893 5312666.11888
6 -952779.174805 -1113002.31934 5081473.14453
7 -1216831.4209 -1805271.85059 4820046.875
8 -909908.020426 -2172877.83261 5223367.62242
9 -794076.373135 -1808942.47621 5378668.03506
10 -922228.942871 -1224965.08789 4408229.98047
11 -478003.112793 -1043101.92871 5169577.14844
12 -70856.9793701 -957781.738281 4975732.42188
13 -118895.059587 -1283082.0328 5583230.64739
14 -574369.032661 -1153488.51421 5583230.64739
15 -967492.189812 -1361618.3784 5481136.21928
16 -400016.77465 -1622503.23254 5480909.58148
17 -464738.546662 -2092569.00692 5313950.79339
18 -53045.6047058 -2173720.45898 -3483505.85938
19 1044948.6084 -1995184.44824 -3480614.01367
20 751765.625 -2951169.43359 -3972846.67969
21 832951.293945 -2305682.86133 -4595357.42188
22 -201618.804932 -2950650.63477 -4376164.55078
23 -223581.008911 -2819725.58594 -3034693.35938
24 -846908.630371 -2434549.80469 -3470000.73242
25 80926.03302 -2231874.02344 -4754666.99219
26 -626299.804688 -2019320.3125 -4223186.03516
27 123097.53418 -1506471.92383 -3947076.9043
28 -2551280.27344 -474510.894775 3397563.23242
29 -2196686.76758 -22015.4323578 4084177.00195
30 -2401738.52539 233206.878662 3191929.6875
31 -3196231.44531 533982.48291 3441420.89844
32 -2537010.00977 -1266229.49219 4466353.02734
33 -1685324.46289 -1128125.36621 3744355.22461
34 -2426245.84961 -496390.380859 4707566.89453
35 -2108598.33776 -671392.297527 2711649.94658
36 -3176833.00781 -597890.441895 2714078.36914
37 1231892.33398 -1714398.07129 4903152.83203
38 1284076.78223 -771359.680176 4495062.98828
39 2033309.24573 -1591077.43339 5115371.55172
40 2045546.26465 -1514891.60156 4535832.03125
41 -2612009.27734 -1291484.375 2773445.80078
42 -2724036.62109 -1299730.10254 3648195.3125
43 1787981.69752 2855667.13677 947779.854865
44 2473226.78561 2400251.22326 609871.57025
45 1932392.0427 2916996.31728 -83627.0189647
46 2118127.92969 3369867.1875 511166.259766
47 -1768582.03125 -418445.953369 3571087.1582
48 1373199.58496 -1636548.46191 -4272571.28906
49 1796922.36328 -1792626.34277 -3068627.68555
50 1968931.39648 -2545719.72656 -3291203.36914
51 -221665.466309 -304168.823242 -5103243.65234
52 -140903.869629 -132089.84375 -4276604.98047
53 -586190.307617 730934.204102 -4976120.60547
54 -933358.642578 -322267.181396 -3985907.95898
55 -1069204.11831 -1.30939740112e-10 -3332686.98701
56 -1228390.13546 776687.756527 -3183993.37373
57 -608949.157715 386863.983154 -3991429.19922
58 -1504479.61426 302156.860352 -4014608.39844
59 -1272616.94336 1278191.65039 -3749907.22656
60 200836.639404 655953.613281 -4578106.93359
61 -287215.545654 1090147.94922 -3996905.0293
62 -2.14313189851e-10 -2.62457961966e-26 -3500000.0
63 -1407704.74463 -897016.643815 5481480.5019
64 -1410894.72842 -1389383.45136 5376977.74688
65 -1484343.75 -1230237.91504 4931973.63281
66 -299904.602051 -519957.214355 4600418.45703
67 -1076758.05664 -561964.782715 5116933.59375
68 -654734.008789 -422934.967041 5167873.04688
69 2256822.75391 -3066519.28711 -2567764.64844
70 2704108.88672 -2189286.86523 -2928810.30273
71 1722474.60938 -2457318.35938 -2561981.20117
72 -952271.285185 -868109.980069 5583230.64739
73 1823443.60352 -4236057.12891 -2310948.24219
74 2753241.21094 -3748800.29297 -2218906.49414
75 2794999.28483 -4394983.02406 -2388514.85573
76 2318057.86133 -3838728.51562 -2860686.52344
77 2890296.14258 -3418783.44727 -1194658.56934
78 3525227.05078 -3338248.7793 -1957661.37695
79 3156269.28711 -2796788.57422 -2274493.89648
80 3162372.36047 -4306487.95354 -2070377.39549
81 2574882.56836 -4262718.75 -1575221.19141
82 2055472.90039 -3266271.48438 -1785178.71094
83 -814524.719238 -3396654.78516 -3807214.59961
84 -1059711.30371 -2789519.04297 -2836807.12891
85 48671.5164185 -3739369.14062 -3769554.6875
86 391111.907959 -3199565.18555 -2605416.01562
87 -1384884.0332 2790740.9668 2641661.37695
88 -783562.866211 2020123.65723 3339749.02344
89 -477065.460205 2652562.01172 3738142.82227
90 -1510434.69238 2786379.15039 3609590.08789
91 -1378151.14965 2133444.45534 2408134.99719
